Point ID,H_lower,H_upper,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,b,v1_lower,v1_upper,v2_lower,v2_upper,vtkValidPointMask
944,0.75,1.5,9.44,5,0,10.6824,9.44,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
945,0.75,1.5,9.45,5,0,10.6912,9.45,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
946,0.75,1.5,9.46,5,0,10.7001,9.46,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
947,0.75,1.5,9.47,5,0,10.7089,9.47,0,-0.00000000,-0.000000000,-0.000000000,-0.000000000,1
948,0.75,1.5,9.48,5,0,10.7178,9.48,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
949,0.75,1.5,9.49,5,0,10.7266,9.49,0,0.000000000,0.000000000,-0.000000000,0.000000000,1
950,0.75,1.5,9.5,5,0,10.7355,9.5,0,0.000000000,0.00000000,0.000000000,0.000000000,1
951,0.75,1.5,9.51,5,0,10.7443,9.51,0,0.00000000,0.000000000,0.000000000,0.00000000,1
952,0.75,1.5,9.52,5,0,10.7532,9.52,0,0.000000000,0.000000000,0.000000000,0.000000000,1
953,0.75,1.5,9.53,5,0,10.762,9.53,0,0.000000000,0.000000000,0.00000000,0.000000000,1
954,0.75,1.5,9.54,5,0,10.7709,9.54,0,0.000000000,0.000000000,0.000000000,0.000000000,1
955,0.75,1.5,9.55,5,0,10.7797,9.55,0,0.000000000,0.000000000,0.000000000,0.00000000,1
956,0.75,1.5,9.56,5,0,10.7886,9.56,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
957,0.75,1.5,9.57,5,0,10.7974,9.57,0,0.000000000,0.00000000,-0.000000000,-0.000000000,1
958,0.75,1.5,9.58,5,0,10.8063,9.58,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
959,0.75,1.5,9.59,5,0,10.8152,9.59,0,0.000000000,-0.000000000,-0.000000000,0.000000000,1
960,0.75,1.5,9.6,5,0,10.824,9.6,0,-0.000000000,-0.000000000,0.000000000,0.00000000,1
961,0.75,1.5,9.61,5,0,10.8329,9.61,0,-0.000000000,-0.000000000,0.000000000,0.00000000,1
962,0.75,1.5,9.62,5,0,10.8418,9.62,0,-0.000000000,-0.000000000,-0.000000000,0.000000000,1
963,0.75,1.5,9.63,5,0,10.8507,9.63,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
964,0.75,1.5,9.64,5,0,10.8595,9.64,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
965,0.75,1.5,9.65,5,0,10.8684,9.65,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
966,0.75,1.5,9.66,5,0,10.8773,9.66,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
967,0.75,1.5,9.67,5,0,10.8862,9.67,0,-0.000000000,0.000000000,-0.00000000,-0.000000000,1
968,0.75,1.5,9.68,5,0,10.8951,9.68,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
969,0.75,1.5,9.69,5,0,10.9039,9.69,0,0.000000000,0.000000000,-0.000000000,-0.00000000,1
970,0.75,1.5,9.7,5,0,10.9128,9.7,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
971,0.75,1.5,9.71,5,0,10.9217,9.71,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
972,0.75,1.5,9.72,5,0,10.9306,9.72,0,0.00000000,0.000000000,-0.000000000,-0.000000000,1
973,0.75,1.5,9.73,5,0,10.9395,9.73,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
978,0.75,1.5,9.78,5,0,10.984,9.78,0,0.000000000,0.000000000,-0.000000000,-0.00000000,1
979,0.75,1.5,9.79,5,0,10.9929,9.79,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
980,0.75,1.5,9.8,5,0,11.0018,9.8,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
981,0.75,1.5,9.81,5,0,11.0107,9.81,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
982,0.75,1.5,9.82,5,0,11.0196,9.82,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
983,0.75,1.5,9.83,5,0,11.0285,9.83,0,0.000000000,0.000000000,-0.00000000,-0.000000000,1
984,0.75,1.5,9.84,5,0,11.0375,9.84,0,0.00000000,0.000000000,0.000000000,0.000000000,1
985,0.75,1.5,9.85,5,0,11.0464,9.85,0,0.000000000,0.000000000,0.000000000,0.000000000,1
986,0.75,1.5,9.86,5,0,11.0553,9.86,0,0.000000000,0.000000000,0.000000000,0.000000000,1
987,0.75,1.5,9.87,5,0,11.0642,9.87,0,0.000000000,0.000000000,0.000000000,0.000000000,1
988,0.75,1.5,9.88,5,0,11.0731,9.88,0,0.000000000,0.000000000,0.000000000,0.000000000,1
989,0.75,1.5,9.89,5,0,11.0821,9.89,0,0.000000000,0.000000000,0.000000000,0.000000000,1
990,0.75,1.5,9.9,5,0,11.091,9.9,0,0.00000000,0.000000000,0.000000000,0.000000000,1
991,0.75,1.5,9.91,5,0,11.0999,9.91,0,0.00000000,0.000000000,0.000000000,0.00000000,1
992,0.75,1.5,9.92,5,0,11.1088,9.92,0,0.000000000,0.000000000,0.000000000,0.000000000,1
993,0.75,1.5,9.93,5,0,11.1178,9.93,0,0.000000000,0.000000000,0.000000000,0.000000000,1
994,0.75,1.5,9.94,5,0,11.1267,9.94,0,0.000000000,0.000000000,0.000000000,0.0000000,1
995,0.75,1.5,9.95,5,0,11.1356,9.95,0,0.000000000,-0.000000000,-0.000000000,-0.000000000,1
996,0.75,1.5,9.96,5,0,11.1446,9.96,0,0.000000000,-0.000000000,-0.000000000,-0.000000000,1
