Point ID,H_lower,H_upper,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,b,v1_lower,v1_upper,v2_lower,v2_upper,vtkValidPointMask
736,0.75,1.5,7.36,7.36,0,10.4086,10.4086,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
737,0.75,1.5,7.37,7.37,0,10.4228,10.4228,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
738,0.75,1.5,7.38,7.38,0,10.4369,10.4369,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
739,0.75,1.5,7.39,7.39,0,10.451,10.451,0,0.000000000,0.000000000,0.000000000,0.000000000,1
740,0.75,1.5,7.4,7.4,0,10.4652,10.4652,0,0.000000000,0.000000000,0.00000000,0.00000000,1
741,0.75,1.5,7.41,7.41,0,10.4793,10.4793,0,0.000000000,0.000000000,0.000000000,0.000000000,1
742,0.75,1.5,7.42,7.42,0,10.4935,10.4935,0,0.000000000,0.000000000,0.000000000,0.000000000,1
743,0.75,1.5,7.43,7.43,0,10.5076,10.5076,0,0.000000000,0.000000000,0.000000000,0.000000000,1
744,0.75,1.5,7.44,7.44,0,10.5217,10.5217,0,0.000000000,0.000000000,0.000000000,0.000000000,1
745,0.75,1.5,7.45,7.45,0,10.5359,10.5359,0,-0.00000000,-0.00000000,0.00000000,0.00000000,1
746,0.75,1.5,7.46,7.46,0,10.55,10.55,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
747,0.75,1.5,7.47,7.47,0,10.5642,10.5642,0,-0.00000000,-0.00000000,0.000000000,0.000000000,1
748,0.75,1.5,7.48,7.48,0,10.5783,10.5783,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
749,0.75,1.5,7.49,7.49,0,10.5925,10.5925,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
750,0.75,1.5,7.5,7.5,0,10.6066,10.6066,0,-0.00000000,-0.00000000,0.000000000,0.000000000,1
751,0.75,1.5,7.51,7.51,0,10.6207,10.6207,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
752,0.75,1.5,7.52,7.52,0,10.6349,10.6349,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
753,0.75,1.5,7.53,7.53,0,10.649,10.649,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
754,0.75,1.5,7.54,7.54,0,10.6632,10.6632,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
755,0.75,1.5,7.55,7.55,0,10.6773,10.6773,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
756,0.75,1.5,7.56,7.56,0,10.6915,10.6915,0,-0.000000000,-0.000000000,-0.00000000,-0.00000000,1
757,0.75,1.5,7.57,7.57,0,10.7056,10.7056,0,-0.00000000,-0.00000000,-0.000000000,-0.000000000,1
758,0.75,1.5,7.58,7.58,0,10.7197,10.7197,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
759,0.75,1.5,7.59,7.59,0,10.7339,10.7339,0,-0.000000000,-0.000000000,-0.000000000,-0.000000000,1
760,0.75,1.5,7.6,7.6,0,10.748,10.748,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
761,0.75,1.5,7.61,7.61,0,10.7622,10.7622,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
762,0.75,1.5,7.62,7.62,0,10.7763,10.7763,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
763,0.75,1.5,7.63,7.63,0,10.7905,10.7905,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
764,0.75,1.5,7.64,7.64,0,10.8046,10.8046,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
765,0.75,1.5,7.65,7.65,0,10.8187,10.8187,0,0.000000000,0.000000000,0.000000000,0.000000000,1
766,0.75,1.5,7.66,7.66,0,10.8329,10.8329,0,0.000000000,0.000000000,0.000000000,0.000000000,1
767,0.75,1.5,7.67,7.67,0,10.847,10.847,0,0.000000000,0.000000000,0.000000000,0.000000000,1
768,0.75,1.5,7.68,7.68,0,10.8612,10.8612,0,0.000000000,0.000000000,0.000000000,0.000000000,1
769,0.75,1.5,7.69,7.69,0,10.8753,10.8753,0,0.000000000,0.000000000,0.000000000,0.000000000,1
770,0.75,1.5,7.7,7.7,0,10.8894,10.8894,0,0.000000000,0.000000000,0.000000000,0.000000000,1
771,0.75,1.5,7.71,7.71,0,10.9036,10.9036,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
772,0.75,1.5,7.72,7.72,0,10.9177,10.9177,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
773,0.75,1.5,7.73,7.73,0,10.9319,10.9319,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
774,0.75,1.5,7.74,7.74,0,10.946,10.946,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
775,0.75,1.5,7.75,7.75,0,10.9602,10.9602,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
776,0.75,1.5,7.76,7.76,0,10.9743,10.9743,0,-0.000000000,-0.000000000,0.00000000,0.00000000,1
777,0.75,1.5,7.77,7.77,0,10.9884,10.9884,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
778,0.75,1.5,7.78,7.78,0,11.0026,11.0026,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
779,0.75,1.5,7.79,7.79,0,11.0167,11.0167,0,0.000000000,0.000000000,0.000000000,0.000000000,1
780,0.75,1.5,7.8,7.8,0,11.0309,11.0309,0,0.000000000,0.000000000,0.000000000,0.000000000,1
781,0.75,1.5,7.81,7.81,0,11.045,11.045,0,0.000000000,0.000000000,0.000000000,0.000000000,1
782,0.75,1.5,7.82,7.82,0,11.0592,11.0592,0,0.000000000,0.000000000,0.000000000,0.000000000,1
783,0.75,1.5,7.83,7.83,0,11.0733,11.0733,0,0.000000000,0.000000000,0.000000000,0.000000000,1
784,0.75,1.5,7.84,7.84,0,11.0874,11.0874,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
785,0.75,1.5,7.85,7.85,0,11.1016,11.1016,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
786,0.75,1.5,7.86,7.86,0,11.1157,11.1157,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
787,0.75,1.5,7.87,7.87,0,11.1299,11.1299,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
788,0.75,1.5,7.88,7.88,0,11.144,11.144,0,0.000000000,0.000000000,-0.000000000,-0.000000000,1
789,0.75,1.5,7.89,7.89,0,11.1581,11.1581,0,0.000000000,0.000000000,0.00000000,0.00000000,1
790,0.75,1.5,7.9,7.9,0,11.1723,11.1723,0,0.000000000,0.000000000,0.000000000,0.000000000,1
791,0.75,1.5,7.91,7.91,0,11.1864,11.1864,0,0.000000000,0.000000000,0.000000000,0.000000000,1
792,0.75,1.5,7.92,7.92,0,11.2006,11.2006,0,0.000000000,0.000000000,0.000000000,0.000000000,1
793,0.75,1.5,7.93,7.93,0,11.2147,11.2147,0,0.000000000,0.000000000,0.000000000,0.000000000,1
794,0.75,1.5,7.94,7.94,0,11.2289,11.2289,0,0.00000000,0.00000000,0.000000000,0.000000000,1
795,0.75,1.5,7.95,7.95,0,11.243,11.243,0,0.000000000,0.000000000,0.000000000,0.000000000,1
796,0.75,1.5,7.96,7.96,0,11.2571,11.2571,0,0.000000000,0.000000000,0.000000000,0.000000000,1
797,0.75,1.5,7.97,7.97,0,11.2713,11.2713,0,0.000000000,0.000000000,0.00000000,0.00000000,1
798,0.75,1.5,7.98,7.98,0,11.2854,11.2854,0,-0.000000000,-0.000000000,0.000000000,0.000000000,1
799,0.75,1.5,7.99,7.99,0,11.2996,11.2996,0,0.000000000,0.000000000,0.000000000,0.000000000,1
800,0.75,1.5,8,8,0,11.3137,11.3137,0,0.000000000,0.000000000,0.000000000,0.000000000,1
801,0.75,1.5,8.01,8.01,0,11.3279,11.3279,0,0.000000000,0.000000000,0.000000000,0.000000000,1
802,0.75,1.5,8.02,8.02,0,11.342,11.342,0,0.00000000,0.00000000,0.00000000,0.00000000,1
803,0.75,1.5,8.03,8.03,0,11.3561,11.3561,0,0.000000000,0.000000000,0.000000000,0.000000000,1
804,0.75,1.5,8.04,8.04,0,11.3703,11.3703,0,0.000000000,0.000000000,0.000000000,0.000000000,1
805,0.75,1.5,8.05,8.05,0,11.3844,11.3844,0,0.000000000,0.000000000,0.000000000,0.000000000,1
